data,servico,sentido,id_veiculo,datetime_partida,datetime_chegada,extensao
2023-01-06,010,V,A72085,2023-01-06 09:01:00,2023-01-06 09:33:00,4.902
2023-01-06,010,I,A72037,2023-01-06 09:08:00,2023-01-06 09:35:00,5.505
2023-01-06,010,I,A72085,2023-01-06 09:34:00,2023-01-06 09:58:00,5.505
2023-01-06,010,V,A72037,2023-01-06 09:37:00,2023-01-06 10:14:00,4.902
2023-01-06,010,V,A72085,2023-01-06 09:59:00,2023-01-06 10:31:00,4.902
2023-01-06,010,I,A72037,2023-01-06 10:18:00,2023-01-06 10:40:00,5.505
2023-01-06,010,I,A72085,2023-01-06 10:34:00,2023-01-06 10:58:00,5.505
2023-01-06,010,V,A72037,2023-01-06 10:42:00,2023-01-06 11:11:00,4.902
2023-01-06,010,V,A72085,2023-01-06 11:00:00,2023-01-06 11:31:00,4.902
2023-01-06,010,I,A72037,2023-01-06 11:16:00,2023-01-06 11:46:00,5.505
2023-01-06,010,I,A72085,2023-01-06 11:35:00,2023-01-06 11:58:00,5.505
2023-01-06,010,V,A72037,2023-01-06 11:48:00,2023-01-06 12:17:00,4.902
2023-01-06,010,V,A72085,2023-01-06 11:59:00,2023-01-06 12:22:00,4.902
2023-01-06,010,I,A72037,2023-01-06 12:19:00,2023-01-06 12:46:00,5.505
2023-01-06,010,I,A72085,2023-01-06 12:25:00,2023-01-06 12:51:00,5.505
2023-01-06,010,V,A72037,2023-01-06 12:47:00,2023-01-06 13:10:00,4.902
2023-01-06,010,V,A72085,2023-01-06 13:02:00,2023-01-06 13:34:00,4.902
2023-01-06,010,I,A72037,2023-01-06 13:13:00,2023-01-06 13:40:00,5.505
2023-01-06,010,I,A72085,2023-01-06 13:36:00,2023-01-06 14:04:00,5.505
2023-01-06,010,V,A72037,2023-01-06 13:42:00,2023-01-06 14:14:00,4.902
2023-01-06,010,V,A72085,2023-01-06 14:07:00,2023-01-06 14:31:00,4.902
2023-01-06,010,I,A72037,2023-01-06 14:16:00,2023-01-06 14:45:00,5.505
2023-01-06,010,I,A72085,2023-01-06 14:33:00,2023-01-06 15:03:00,5.505
2023-01-06,010,V,A72037,2023-01-06 14:46:00,2023-01-06 15:12:00,4.902
2023-01-06,010,V,A72085,2023-01-06 15:05:00,2023-01-06 15:32:00,4.902
2023-01-06,010,I,A72037,2023-01-06 15:14:00,2023-01-06 15:44:00,5.505
2023-01-06,010,I,A72085,2023-01-06 15:35:00,2023-01-06 16:03:00,5.505
2023-01-06,010,V,A72037,2023-01-06 15:47:00,2023-01-06 16:16:00,4.902
2023-01-06,010,V,A72085,2023-01-06 16:07:00,2023-01-06 16:39:00,4.902
2023-01-06,010,I,A72037,2023-01-06 16:18:00,2023-01-06 16:47:00,5.505
2023-01-06,010,I,A72085,2023-01-06 16:41:00,2023-01-06 17:09:00,5.505
2023-01-06,010,V,A72037,2023-01-06 16:49:00,2023-01-06 17:11:00,4.902
2023-01-06,010,V,A72085,2023-01-06 17:11:00,2023-01-06 17:43:00,4.902
2023-01-06,010,I,A72037,2023-01-06 17:13:00,2023-01-06 17:40:00,5.505
2023-01-06,010,I,A72085,2023-01-06 17:45:00,2023-01-06 18:17:00,5.505
2023-01-06,010,V,A72037,2023-01-06 17:46:00,2023-01-06 18:17:00,4.902
2023-01-06,010,I,A72037,2023-01-06 18:18:00,2023-01-06 18:55:00,5.505
2023-01-06,010,V,A72085,2023-01-06 18:19:00,2023-01-06 18:49:00,4.902
2023-01-06,010,V,A72037,2023-01-06 18:57:00,2023-01-06 19:21:00,4.902
2023-01-06,010,V,A72085,2023-01-06 19:16:00,2023-01-06 19:52:00,4.902
2023-01-06,010,I,A72037,2023-01-06 19:23:00,2023-01-06 19:45:00,5.505
2023-01-06,010,V,A72037,2023-01-06 19:46:00,2023-01-06 20:07:00,4.902
2023-01-06,010,I,A72037,2023-01-06 20:10:00,2023-01-06 20:31:00,5.505
2023-01-06,010,V,A72037,2023-01-06 20:38:00,2023-01-06 21:03:00,4.902
2023-01-06,010,I,A72037,2023-01-06 21:04:00,2023-01-06 21:29:00,5.505
2023-01-07,010,I,A72037,2023-01-07 06:06:00,2023-01-07 06:21:00,5.505
2023-01-07,010,V,A72037,2023-01-07 06:34:00,2023-01-07 06:56:00,4.902
2023-01-07,010,I,A72037,2023-01-07 07:05:00,2023-01-07 07:22:00,5.505
2023-01-07,010,I,A72085,2023-01-07 07:30:00,2023-01-07 07:49:00,5.505
2023-01-07,010,V,A72037,2023-01-07 07:33:00,2023-01-07 08:00:00,4.902
2023-01-07,010,V,A72085,2023-01-07 07:59:00,2023-01-07 08:34:00,4.902
2023-01-07,010,I,A72037,2023-01-07 08:03:00,2023-01-07 08:19:00,5.505
2023-01-07,010,V,A72037,2023-01-07 08:27:00,2023-01-07 09:02:00,4.902
2023-01-07,010,I,A72085,2023-01-07 08:41:00,2023-01-07 08:58:00,5.505
2023-01-07,010,V,A72085,2023-01-07 09:00:00,2023-01-07 09:30:00,4.902
2023-01-07,010,I,A72037,2023-01-07 09:05:00,2023-01-07 09:34:00,5.505
2023-01-07,010,I,A72085,2023-01-07 09:39:00,2023-01-07 10:01:00,5.505
2023-01-07,010,V,A72037,2023-01-07 09:40:00,2023-01-07 09:58:00,4.902
2023-01-07,010,V,A72085,2023-01-07 10:08:00,2023-01-07 10:33:00,4.902
2023-01-07,010,I,A72037,2023-01-07 10:09:00,2023-01-07 10:33:00,5.505
2023-01-07,010,V,A72037,2023-01-07 10:34:00,2023-01-07 10:56:00,4.902
2023-01-07,010,I,A72085,2023-01-07 10:42:00,2023-01-07 11:06:00,5.505
2023-01-07,010,I,A72037,2023-01-07 10:58:00,2023-01-07 11:20:00,5.505
2023-01-07,010,V,A72085,2023-01-07 11:11:00,2023-01-07 11:37:00,4.902
2023-01-07,010,V,A72037,2023-01-07 11:32:00,2023-01-07 12:02:00,4.902
2023-01-07,010,I,A72085,2023-01-07 11:41:00,2023-01-07 12:06:00,5.505
2023-01-07,010,I,A72037,2023-01-07 12:05:00,2023-01-07 12:36:00,5.505
2023-01-07,010,V,A72085,2023-01-07 12:07:00,2023-01-07 12:32:00,4.902
2023-01-07,010,I,A72085,2023-01-07 12:33:00,2023-01-07 13:07:00,5.505
2023-01-07,010,V,A72037,2023-01-07 12:38:00,2023-01-07 13:17:00,4.902
2023-01-07,010,V,A72085,2023-01-07 13:09:00,2023-01-07 13:30:00,4.902
2023-01-07,010,I,A72037,2023-01-07 13:20:00,2023-01-07 13:49:00,5.505
2023-01-07,010,I,A72085,2023-01-07 13:31:00,2023-01-07 13:55:00,5.505
2023-01-07,010,V,A72037,2023-01-07 13:52:00,2023-01-07 14:17:00,4.902
2023-01-07,010,V,A72085,2023-01-07 14:05:00,2023-01-07 14:37:00,4.902
2023-01-07,010,I,A72037,2023-01-07 14:18:00,2023-01-07 14:48:00,5.505
2023-01-07,010,I,A72085,2023-01-07 14:39:00,2023-01-07 15:04:00,5.505
2023-01-07,010,V,A72037,2023-01-07 14:50:00,2023-01-07 15:15:00,4.902
2023-01-07,010,V,A72085,2023-01-07 15:05:00,2023-01-07 15:32:00,4.902
2023-01-07,010,I,A72037,2023-01-07 15:17:00,2023-01-07 15:47:00,5.505
2023-01-07,010,I,A72085,2023-01-07 15:40:00,2023-01-07 16:04:00,5.505
2023-01-07,010,V,A72037,2023-01-07 15:50:00,2023-01-07 16:15:00,4.902
2023-01-07,010,V,A72085,2023-01-07 16:07:00,2023-01-07 16:42:00,4.902
2023-01-07,010,I,A72037,2023-01-07 16:17:00,2023-01-07 16:42:00,5.505
2023-01-07,010,V,A72037,2023-01-07 16:43:00,2023-01-07 17:10:00,4.902
2023-01-07,010,I,A72085,2023-01-07 16:48:00,2023-01-07 17:10:00,5.505
2023-01-07,010,V,A72085,2023-01-07 17:13:00,2023-01-07 17:40:00,4.902
2023-01-07,010,I,A72037,2023-01-07 17:14:00,2023-01-07 17:39:00,5.505
2023-01-07,010,V,A72037,2023-01-07 17:42:00,2023-01-07 18:12:00,4.902
2023-01-07,010,I,A72085,2023-01-07 17:45:00,2023-01-07 18:07:00,5.505
2023-01-07,010,V,A72085,2023-01-07 18:10:00,2023-01-07 18:37:00,4.902
2023-01-07,010,I,A72037,2023-01-07 18:16:00,2023-01-07 18:39:00,5.505
2023-01-07,010,V,A72037,2023-01-07 18:41:00,2023-01-07 19:07:00,4.902
2023-01-07,010,I,A72085,2023-01-07 18:43:00,2023-01-07 19:08:00,5.505
2023-01-07,010,V,A72085,2023-01-07 19:09:00,2023-01-07 19:40:00,4.902
2023-01-07,010,I,A72037,2023-01-07 19:11:00,2023-01-07 19:33:00,5.505
2023-01-07,010,I,A72085,2023-01-07 19:44:00,2023-01-07 20:07:00,5.505
2023-01-07,010,V,A72085,2023-01-07 20:08:00,2023-01-07 20:37:00,4.902
2023-01-07,010,I,A72085,2023-01-07 20:40:00,2023-01-07 21:03:00,5.505
2023-01-08,010,I,A72037,2023-01-08 06:04:00,2023-01-08 06:18:00,5.505
2023-01-08,010,V,A72037,2023-01-08 06:32:00,2023-01-08 06:55:00,4.902
2023-01-08,010,I,A72037,2023-01-08 06:57:00,2023-01-08 07:17:00,5.505
2023-01-08,010,V,A72037,2023-01-08 07:28:00,2023-01-08 07:57:00,4.902
2023-01-08,010,I,A72037,2023-01-08 07:59:00,2023-01-08 08:16:00,5.505
2023-01-08,010,V,A72037,2023-01-08 08:26:00,2023-01-08 08:57:00,4.902
2023-01-08,010,I,A72037,2023-01-08 09:00:00,2023-01-08 09:18:00,5.505
2023-01-08,010,V,A72037,2023-01-08 09:33:00,2023-01-08 09:57:00,4.902
2023-01-08,010,I,A72037,2023-01-08 09:57:00,2023-01-08 10:15:00,5.505
2023-01-08,010,V,A72037,2023-01-08 10:33:00,2023-01-08 10:57:00,4.902
2023-01-08,010,I,A72037,2023-01-08 10:57:00,2023-01-08 11:22:00,5.505
2023-01-08,010,V,A72037,2023-01-08 11:32:00,2023-01-08 11:56:00,4.902
2023-01-08,010,I,A72037,2023-01-08 11:57:00,2023-01-08 12:15:00,5.505
2023-01-08,010,V,A72037,2023-01-08 12:34:00,2023-01-08 12:55:00,4.902
2023-01-08,010,I,A72037,2023-01-08 12:56:00,2023-01-08 13:15:00,5.505
2023-01-08,010,V,A72037,2023-01-08 13:35:00,2023-01-08 14:03:00,4.902
2023-01-08,010,I,A72037,2023-01-08 14:08:00,2023-01-08 14:27:00,5.505
2023-01-08,010,V,A72037,2023-01-08 14:36:00,2023-01-08 15:21:00,4.902
2023-01-08,010,I,A72037,2023-01-08 15:22:00,2023-01-08 15:41:00,5.505
2023-01-08,010,V,A72037,2023-01-08 15:42:00,2023-01-08 16:09:00,4.902
2023-01-08,010,I,A72037,2023-01-08 16:09:00,2023-01-08 16:27:00,5.505
2023-01-08,010,V,A72037,2023-01-08 16:33:00,2023-01-08 17:03:00,4.902
2023-01-08,010,I,A72037,2023-01-08 17:08:00,2023-01-08 17:25:00,5.505
2023-01-08,010,V,A72037,2023-01-08 17:37:00,2023-01-08 18:16:00,4.902
2023-01-08,010,I,A72037,2023-01-08 18:17:00,2023-01-08 18:36:00,5.505
2023-01-08,010,V,A72037,2023-01-08 18:37:00,2023-01-08 19:01:00,4.902
2023-01-08,010,I,A72037,2023-01-08 19:02:00,2023-01-08 19:22:00,5.505
2023-01-08,010,V,A72037,2023-01-08 19:32:00,2023-01-08 20:03:00,4.902
2023-01-08,010,I,A72037,2023-01-08 20:08:00,2023-01-08 20:27:00,5.505
2023-01-08,010,V,A72037,2023-01-08 20:34:00,2023-01-08 21:06:00,4.902
2023-01-08,010,I,A72037,2023-01-08 21:07:00,2023-01-08 21:27:00,5.505
2023-01-09,010,I,A72037,2023-01-09 06:03:00,2023-01-09 06:26:00,5.505
2023-01-09,010,V,A72037,2023-01-09 06:30:00,2023-01-09 07:05:00,4.902
2023-01-09,010,I,A72085,2023-01-09 06:35:00,2023-01-09 06:54:00,5.505
2023-01-09,010,V,A72085,2023-01-09 06:57:00,2023-01-09 07:28:00,4.902
2023-01-09,010,I,A72037,2023-01-09 07:09:00,2023-01-09 07:30:00,5.505
2023-01-09,010,I,A72085,2023-01-09 07:29:00,2023-01-09 07:54:00,5.505
2023-01-09,010,V,A72037,2023-01-09 07:35:00,2023-01-09 08:07:00,4.902
2023-01-09,010,V,A72085,2023-01-09 07:59:00,2023-01-09 08:32:00,4.902
2023-01-09,010,I,A72037,2023-01-09 08:13:00,2023-01-09 08:36:00,5.505
2023-01-09,010,I,A72085,2023-01-09 08:36:00,2023-01-09 09:06:00,5.505
2023-01-09,010,V,A72037,2023-01-09 08:39:00,2023-01-09 09:09:00,4.902
2023-01-09,010,V,A72085,2023-01-09 09:08:00,2023-01-09 09:33:00,4.902
2023-01-09,010,I,A72037,2023-01-09 09:12:00,2023-01-09 09:40:00,5.505
2023-01-09,010,I,A72085,2023-01-09 09:37:00,2023-01-09 10:06:00,5.505
2023-01-09,010,V,A72037,2023-01-09 09:41:00,2023-01-09 10:13:00,4.902
2023-01-09,010,V,A72085,2023-01-09 10:10:00,2023-01-09 10:38:00,4.902
2023-01-09,010,I,A72037,2023-01-09 10:18:00,2023-01-09 10:46:00,5.505
2023-01-09,010,I,A72085,2023-01-09 10:40:00,2023-01-09 11:08:00,5.505
2023-01-09,010,V,A72037,2023-01-09 10:47:00,2023-01-09 11:12:00,4.902
2023-01-09,010,V,A72085,2023-01-09 11:09:00,2023-01-09 11:36:00,4.902
2023-01-09,010,I,A72037,2023-01-09 11:13:00,2023-01-09 11:42:00,5.505
2023-01-09,010,I,A72085,2023-01-09 11:39:00,2023-01-09 12:02:00,5.505
2023-01-09,010,V,A72037,2023-01-09 11:43:00,2023-01-09 12:07:00,4.902
2023-01-09,010,V,A72085,2023-01-09 12:04:00,2023-01-09 12:24:00,4.902
2023-01-09,010,I,A72037,2023-01-09 12:09:00,2023-01-09 12:40:00,5.505
2023-01-09,010,I,A72085,2023-01-09 12:27:00,2023-01-09 12:52:00,5.505
2023-01-09,010,V,A72037,2023-01-09 12:42:00,2023-01-09 13:04:00,4.902
2023-01-09,010,V,A72085,2023-01-09 12:55:00,2023-01-09 13:29:00,4.902
2023-01-09,010,I,A72037,2023-01-09 13:06:00,2023-01-09 13:33:00,5.505
2023-01-09,010,I,A72085,2023-01-09 13:31:00,2023-01-09 14:03:00,5.505
2023-01-09,010,V,A72037,2023-01-09 13:35:00,2023-01-09 14:08:00,4.902
2023-01-09,010,V,A72085,2023-01-09 14:07:00,2023-01-09 14:36:00,4.902
2023-01-09,010,I,A72037,2023-01-09 14:10:00,2023-01-09 14:43:00,5.505
2023-01-09,010,I,A72085,2023-01-09 14:36:00,2023-01-09 15:07:00,5.505
2023-01-09,010,V,A72037,2023-01-09 14:46:00,2023-01-09 15:19:00,4.902
2023-01-09,010,V,A72085,2023-01-09 15:08:00,2023-01-09 15:35:00,4.902
2023-01-09,010,I,A72037,2023-01-09 15:21:00,2023-01-09 15:51:00,5.505
2023-01-09,010,I,A72085,2023-01-09 15:38:00,2023-01-09 16:03:00,5.505
2023-01-09,010,V,A72037,2023-01-09 15:52:00,2023-01-09 16:19:00,4.902
2023-01-09,010,V,A72085,2023-01-09 16:07:00,2023-01-09 16:40:00,4.902
2023-01-09,010,I,A72037,2023-01-09 16:22:00,2023-01-09 16:59:00,5.505
2023-01-09,010,I,A72085,2023-01-09 16:43:00,2023-01-09 17:15:00,5.505
2023-01-09,010,V,A72037,2023-01-09 17:01:00,2023-01-09 17:32:00,4.902
2023-01-09,010,V,A72085,2023-01-09 17:17:00,2023-01-09 17:49:00,4.902
2023-01-09,010,I,A72037,2023-01-09 17:34:00,2023-01-09 18:09:00,5.505
2023-01-09,010,I,A72085,2023-01-09 17:52:00,2023-01-09 18:20:00,5.505
2023-01-09,010,V,A72037,2023-01-09 18:12:00,2023-01-09 18:47:00,4.902
2023-01-09,010,V,A72085,2023-01-09 18:22:00,2023-01-09 19:01:00,4.902
2023-01-09,010,I,A72037,2023-01-09 18:51:00,2023-01-09 19:23:00,5.505
2023-01-09,010,I,A72085,2023-01-09 19:03:00,2023-01-09 19:27:00,5.505
2023-01-09,010,V,A72037,2023-01-09 19:25:00,2023-01-09 19:49:00,4.902
2023-01-09,010,V,A72085,2023-01-09 19:42:00,2023-01-09 20:07:00,4.902
2023-01-09,010,I,A72037,2023-01-09 19:50:00,2023-01-09 20:10:00,5.505
2023-01-09,010,I,A72085,2023-01-09 20:09:00,2023-01-09 20:28:00,5.505
2023-01-09,010,V,A72037,2023-01-09 20:13:00,2023-01-09 20:30:00,4.902
2023-01-09,010,V,A72085,2023-01-09 20:30:00,2023-01-09 20:54:00,4.902
2023-01-09,010,I,A72037,2023-01-09 20:32:00,2023-01-09 20:50:00,5.505
2023-01-09,010,I,A72085,2023-01-09 20:55:00,2023-01-09 21:14:00,5.505
2023-01-10,010,I,A72037,2023-01-10 06:03:00,2023-01-10 06:18:00,5.505
2023-01-10,010,I,A72085,2023-01-10 06:29:00,2023-01-10 06:48:00,5.505
2023-01-10,010,V,A72037,2023-01-10 06:30:00,2023-01-10 07:00:00,4.902
2023-01-10,010,V,A72085,2023-01-10 06:58:00,2023-01-10 07:28:00,4.902
2023-01-10,010,I,A72037,2023-01-10 07:03:00,2023-01-10 07:24:00,5.505
2023-01-10,010,V,A72037,2023-01-10 07:29:00,2023-01-10 08:02:00,4.902
2023-01-10,010,I,A72085,2023-01-10 07:30:00,2023-01-10 07:54:00,5.505
2023-01-10,010,V,A72085,2023-01-10 07:59:00,2023-01-10 08:29:00,4.902
2023-01-10,010,I,A72037,2023-01-10 08:06:00,2023-01-10 08:30:00,5.505
2023-01-10,010,V,A72037,2023-01-10 08:32:00,2023-01-10 09:00:00,4.902
2023-01-10,010,I,A72085,2023-01-10 08:33:00,2023-01-10 09:07:00,5.505
2023-01-10,010,I,A72037,2023-01-10 09:03:00,2023-01-10 09:56:00,5.505
2023-01-10,010,V,A72085,2023-01-10 09:09:00,2023-01-10 09:30:00,4.902
2023-01-10,010,I,A72085,2023-01-10 09:32:00,2023-01-10 10:10:00,5.505
2023-01-10,010,V,A72037,2023-01-10 09:57:00,2023-01-10 10:35:00,4.902
2023-01-10,010,V,A72085,2023-01-10 10:11:00,2023-01-10 10:37:00,4.902
2023-01-10,010,I,A72037,2023-01-10 10:41:00,2023-01-10 11:26:00,5.505
2023-01-10,010,I,A72085,2023-01-10 10:42:00,2023-01-10 11:29:00,5.505
2023-01-10,010,V,A72037,2023-01-10 11:27:00,2023-01-10 12:03:00,4.902
2023-01-10,010,V,A72085,2023-01-10 11:45:00,2023-01-10 12:07:00,4.902
2023-01-10,010,I,A72037,2023-01-10 12:09:00,2023-01-10 12:38:00,5.505
2023-01-10,010,I,A72085,2023-01-10 12:18:00,2023-01-10 12:46:00,5.505
2023-01-10,010,V,A72037,2023-01-10 12:40:00,2023-01-10 13:21:00,4.902
2023-01-10,010,V,A72085,2023-01-10 13:03:00,2023-01-10 13:49:00,4.902
2023-01-10,010,I,A72037,2023-01-10 13:25:00,2023-01-10 13:55:00,5.505
2023-01-10,010,I,A72085,2023-01-10 13:53:00,2023-01-10 14:25:00,5.505
2023-01-10,010,V,A72037,2023-01-10 13:58:00,2023-01-10 14:24:00,4.902
2023-01-10,010,V,A72085,2023-01-10 14:27:00,2023-01-10 14:52:00,4.902
2023-01-10,010,I,A72037,2023-01-10 14:30:00,2023-01-10 14:56:00,5.505
2023-01-10,010,I,A72085,2023-01-10 14:56:00,2023-01-10 15:29:00,5.505
2023-01-10,010,V,A72037,2023-01-10 14:58:00,2023-01-10 15:29:00,4.902
2023-01-10,010,I,A72037,2023-01-10 15:30:00,2023-01-10 15:57:00,5.505
2023-01-10,010,V,A72085,2023-01-10 15:31:00,2023-01-10 15:56:00,4.902
2023-01-10,010,I,A72085,2023-01-10 15:59:00,2023-01-10 16:26:00,5.505
2023-01-10,010,V,A72037,2023-01-10 16:01:00,2023-01-10 16:27:00,4.902
2023-01-10,010,V,A72085,2023-01-10 16:27:00,2023-01-10 16:52:00,4.902
2023-01-10,010,I,A72037,2023-01-10 16:28:00,2023-01-10 17:00:00,5.505
2023-01-10,010,I,A72085,2023-01-10 16:54:00,2023-01-10 17:31:00,5.505
2023-01-10,010,V,A72037,2023-01-10 17:02:00,2023-01-10 17:39:00,4.902
2023-01-10,010,V,A72085,2023-01-10 17:31:00,2023-01-10 18:04:00,4.902
2023-01-10,010,I,A72037,2023-01-10 17:41:00,2023-01-10 18:21:00,5.505
2023-01-10,010,I,A72085,2023-01-10 18:08:00,2023-01-10 18:43:00,5.505
2023-01-10,010,V,A72037,2023-01-10 18:22:00,2023-01-10 18:50:00,4.902
2023-01-10,010,V,A72085,2023-01-10 18:45:00,2023-01-10 19:09:00,4.902
2023-01-10,010,I,A72037,2023-01-10 18:50:00,2023-01-10 19:21:00,5.505
2023-01-10,010,I,A72085,2023-01-10 19:10:00,2023-01-10 19:35:00,5.505
2023-01-10,010,V,A72037,2023-01-10 19:24:00,2023-01-10 19:47:00,4.902
2023-01-10,010,V,A72085,2023-01-10 19:36:00,2023-01-10 19:56:00,4.902
